Id,Area,Bedrooms,Bathrooms,Floors,YearBuilt,Location,Condition,Garage,View,Price
2181,2540,3,3,2,2005,3,2,0,0,695000
2182,1760,3,2,1,1979,0,2,1,0,225000
2183,3000,3,2,2,1995,3,2,0,0,740000
2184,1930,4,2,2,1992,0,3,0,0,315000
2185,3040,4,2,2,2001,3,2,0,0,1230000
2186,860,2,1,1,1916,2,3,0,0,420000
2187,1420,3,2,1,1984,1,3,1,0,310000
2188,2080,3,2,1,1954,2,4,1,0,700000
2189,1560,3,2,2,2003,1,2,0,0,269000
2190,1960,4,2,2,2002,1,2,0,0,369990
2191,1620,3,2,2,1926,2,3,0,0,800000
2192,3670,5,3,1,1952,2,4,1,0,569000
2193,1930,6,2,1,1971,1,2,1,0,175000
2194,1290,3,2,3,2000,2,2,0,0,440000
2195,1970,5,2,1,1986,3,2,1,0,435000
2196,1540,3,2,1,1955,1,3,1,0,345000
2197,2180,4,2,1,1900,2,2,1,0,558000
2198,1490,2,2,1,1983,0,2,0,2,475000
2199,2220,3,2,2,1980,2,2,1,0,490000
2200,2430,3,2,1,1978,1,3,1,0,335000
2201,1392,2,1,2,1978,2,3,0,0,350000
2202,1120,4,1,1,1939,1,2,1,0,100000
2203,1390,4,1,2,1941,2,3,0,0,417500
2204,2040,3,2,1,1962,0,2,1,0,253000
2205,2830,5,3,2,1923,2,2,1,0,1240000
2206,3020,4,2,2,1994,0,3,0,0,490000
2207,2290,3,2,1,1965,2,2,1,0,470000
2208,1210,4,2,1,1955,3,3,0,0,483300
2209,2510,3,2,2,1996,3,2,0,0,659000
2210,2320,4,2,1,1910,2,2,1,0,480000
2211,970,3,1,1,1965,1,2,0,0,165000
2212,1820,3,2,1,1957,2,3,1,0,659500
2213,970,3,1,1,1967,0,3,0,0,219900
2214,1740,2,1,1,1924,2,3,1,0,315000
2215,1590,3,2,1,1984,0,2,1,0,250000
2216,1380,2,1,1,1943,2,2,1,0,268000
2217,1680,4,2,1,1959,1,2,1,0,380000
2218,1220,2,1,1,1926,2,2,1,0,499000
2219,1651,2,2,1,1946,2,2,0,0,285000
2220,1330,3,2,1,1973,0,3,0,0,183000
2221,2940,3,3,2,1988,2,3,1,0,1070000
2222,1410,3,3,3,2005,2,2,0,0,429000
2223,1100,2,1,1,1926,2,3,0,0,403000
2224,1530,3,2,1,1975,2,2,0,0,375500
2225,5270,5,3,2,1977,3,2,1,1,1795000
2226,2110,3,2,1,1919,2,4,1,0,516200
2227,1720,4,2,1,1971,2,2,1,0,385000
2228,1800,3,2,2,1996,2,2,0,0,515000
2229,2210,4,2,2,1999,1,2,0,0,375000
2230,2560,4,2,2,1973,2,3,0,0,650000
2231,1010,2,2,2,1981,1,2,0,0,306888
2232,3340,4,2,2,1998,2,2,1,1,870000
2233,1740,4,1,2,1965,1,2,0,0,310000
2234,1320,3,2,1,1975,0,4,0,0,251750
2235,1520,3,2,1,1976,2,2,0,0,366000
2236,2010,3,2,1,1951,2,2,1,0,429950
2237,2440,3,4,2,2000,3,2,1,0,710000
2238,2550,5,2,1,1953,3,3,1,0,895000
2239,1010,3,1,1,1959,0,3,0,0,149500
2240,1780,3,2,1,1990,2,2,1,0,310000
2241,2180,3,2,2,1930,2,3,1,2,555000
2242,2750,5,3,2,1937,2,2,1,1,750000
2243,3490,4,3,2,2006,3,2,0,0,745000
2244,2550,3,2,2,2001,3,2,0,0,695000
2245,1870,3,2,1,1959,2,2,1,0,433000
2246,1150,4,1,2,1947,1,2,0,0,307000
2247,2050,3,2,1,1962,3,2,1,0,655275
2248,1940,4,3,2,1990,1,2,0,0,392000
2249,3630,5,4,2,2004,2,2,1,0,1180000
2250,1890,3,2,2,1952,1,3,0,0,359950
2251,1630,4,2,1,1968,3,4,0,0,360000
2252,2440,4,2,1,1954,2,2,1,0,566000
2253,3100,5,3,2,1950,2,3,0,2,700000
2254,2090,3,2,2,2000,1,2,0,0,415000
2255,920,3,1,1,1962,0,3,0,0,199500
2256,1580,3,1,2,1926,2,2,0,0,749000
2257,1760,3,2,1,1960,2,3,1,0,680000
2258,2530,4,2,1,1978,2,2,1,0,400000
2259,2490,4,3,1,1983,2,3,1,0,608000
2260,3870,4,4,2,2001,2,2,1,0,589900
2261,2732,5,2,1,1975,0,3,1,2,480000
2262,3230,5,3,2,2014,2,2,1,0,1059500
2263,2930,6,4,2,2013,3,2,0,3,915000
2264,3510,4,4,2,2001,2,2,0,0,695000
2265,2580,4,2,2,2013,2,2,0,0,899900
2266,1060,2,2,2,2005,2,2,1,0,499950
2267,2790,4,3,2,2013,1,2,0,0,533112
2268,2009,4,2,2,2014,0,2,0,0,303210
2269,2880,5,3,2,2006,1,2,0,0,525000
2270,710,2,1,2,1943,2,3,0,0,399950
2271,2070,3,2,2,1910,2,4,1,0,850830
2272,1370,3,2,1,1964,1,4,0,0,371500
2273,1730,3,2,1,1980,3,3,1,0,522000
2274,1680,4,2,1,1950,2,2,1,0,588000
2275,1350,2,1,1,1952,1,3,0,2,276900
2276,1510,5,2,1,1959,0,3,0,0,248000
2277,1860,3,2,2,1989,0,2,0,0,280000
2278,3440,6,5,2,2007,1,2,1,0,495000
2279,4250,6,3,2,1902,2,3,1,0,665000
2280,860,2,1,1,1931,1,3,0,0,290300
2281,1640,2,2,1,1921,2,2,1,0,527000
2282,1295,2,2,2,2007,2,2,1,0,487028
2283,1790,3,2,1,1978,2,2,1,0,325000
2284,2210,3,2,2,1916,2,4,0,0,799000
2285,10040,5,4,2,1940,3,2,1,2,7062500
2286,940,3,1,1,1965,3,2,0,0,354000
2287,1160,3,2,1,1962,2,2,0,0,262500
2288,1990,3,2,2,2004,3,2,0,0,560200
2289,1050,3,1,1,1942,2,2,0,0,220000
2290,1030,2,1,1,1928,2,4,0,0,650000
2291,1420,3,2,3,2004,2,2,0,0,435000
2292,2690,4,4,2,1909,2,3,1,3,800000
2293,3760,4,2,2,1987,3,2,0,0,1010000
2294,700,2,1,1,1953,1,4,0,0,200000
2295,2100,5,4,2,1999,2,2,1,0,295000
2296,2240,4,3,2,1976,3,3,0,0,580379
2297,3470,4,2,2,1995,3,2,0,0,875000
2298,3370,3,2,2,1951,1,2,1,0,515000
2299,2790,4,2,2,1989,3,2,0,0,599000
2300,1870,3,2,2,2005,0,2,0,0,285000
2301,1520,3,2,1,1968,1,3,0,0,290000
2302,750,1,2,1,1946,1,3,1,0,355000
2303,1460,3,2,1,1954,2,2,0,0,381000
2304,2600,3,2,2,1988,2,2,0,0,571000
2305,3320,4,2,2,1977,3,4,1,0,852600
2306,2340,5,2,2,1922,2,3,0,0,1085000
2307,890,3,1,1,1951,2,2,0,0,371000
2308,1720,3,2,1,1986,2,2,1,1,514000
2309,1270,3,2,2,2004,2,2,1,0,386000
2310,2180,4,2,2,1989,1,3,0,0,464000
2311,2030,4,2,1,1963,1,2,1,0,335000
2312,2490,4,3,2,1979,2,2,1,2,740000
2313,1470,4,2,1,1955,2,2,1,0,465000
2314,2500,3,3,1,1948,2,4,1,0,700000
2315,4500,3,4,2,2004,0,2,0,0,785000
2316,1460,3,3,2,2006,2,2,1,0,350000
2317,620,1,1,1,1939,2,2,0,0,148000
2318,1550,3,2,1,1927,2,2,1,0,530000
2319,1430,3,2,3,2002,2,2,0,0,349000
2320,1360,3,2,2,1984,1,4,0,0,240000
2321,2210,3,2,2,1989,0,2,0,0,330000
2322,2460,4,2,2,1909,2,4,1,0,735000
2323,2180,3,2,1,1979,3,3,1,0,545000
2324,1570,3,2,1,1977,0,3,1,0,214950
2325,4140,4,3,2,2002,0,2,0,0,657500
2326,1140,3,1,2,1908,2,3,0,0,476000
2327,8670,5,6,2,1965,2,2,1,4,2888000
2328,800,2,1,1,1927,2,2,0,0,110000
2329,2414,4,3,2,2006,0,2,0,0,292000
2330,1160,3,1,1,1952,2,2,0,0,317000
2331,3170,4,2,2,2001,0,2,0,2,455000
2332,4210,5,4,2,1995,3,2,0,3,1365000
2333,2060,3,2,1,1929,2,2,1,0,460000
2334,1640,3,2,1,1948,2,2,0,0,405000
2335,720,2,1,1,1942,2,2,0,0,333000
2336,1860,4,1,2,1901,2,0,0,0,427000
2337,2810,4,2,2,1997,3,2,0,0,742000
2338,2090,4,2,1,1965,1,4,1,0,465000
2339,3280,4,2,2,2001,3,2,0,0,809950
2340,2090,4,2,2,1927,2,4,1,0,619400
2341,2430,3,2,1,1949,3,2,1,1,762400
2342,2520,5,2,2,1978,2,3,0,0,535000
2343,2510,5,3,2,1925,2,4,1,3,881000
2344,3370,4,3,1,1948,2,3,1,3,813000
2345,1640,3,2,2,1910,0,4,0,0,234000
2346,2250,3,2,2,1994,0,2,0,0,308900
2347,2300,4,2,1,1955,1,3,0,0,450000
2348,1650,3,4,3,2010,2,2,0,0,547500
2349,710,2,1,2,1943,2,3,0,0,399950
2350,2550,4,4,2,2007,2,2,0,0,516000
2351,982,2,2,2,2006,2,2,1,0,250000
2352,1630,3,2,2,2005,2,2,0,0,475000
2353,2550,4,2,2,2009,1,2,0,0,415000
2354,1240,2,1,2,2014,2,2,0,0,545000
2355,2456,3,2,2,2012,0,2,0,0,329950
2356,3200,5,2,1,1965,3,2,1,0,1325000
2357,3950,3,4,2,1989,3,2,1,0,784000
2358,2180,4,2,2,1984,3,2,0,0,610750
2359,3140,4,2,1,1966,1,4,1,2,578000
2360,4030,4,4,2,2006,2,2,0,0,1485000
2361,1970,3,2,1,1976,1,4,1,3,501000
2362,1940,5,2,2,1957,1,2,0,0,465250
2363,4860,5,4,2,1905,2,4,1,1,2250000
2364,970,2,1,1,1908,2,3,0,0,315000
2365,2460,4,2,1,1957,3,3,0,0,900000
2366,3010,4,2,2,2005,3,2,0,0,789500
2367,2460,3,2,1,1952,2,3,1,2,678500
2368,2080,3,2,1,2002,1,2,0,0,342500
2369,3960,4,3,2,2005,3,2,0,0,860000
2370,2490,4,2,2,2001,0,2,0,0,306000
2371,2060,5,2,2,1903,2,2,0,0,580000
2372,1330,3,1,1,1984,3,2,1,0,405000
2373,1600,3,2,1,1967,2,3,0,0,510000
2374,820,2,1,1,1965,1,3,0,0,173000
2375,1200,4,2,1,1968,0,2,0,0,210000
2376,1050,3,1,1,1947,2,3,1,0,445000
2377,1910,3,2,2,2007,2,2,1,0,585000
2378,1800,3,2,1,1950,1,4,1,0,381000
2379,2060,3,2,1,1966,2,3,0,0,890000
2380,1840,3,2,1,1985,0,3,1,0,235000
2381,1250,3,2,3,2005,2,2,0,2,480000
2382,1510,2,1,2,1935,2,2,1,0,575000
2383,2300,4,2,2,1904,2,3,1,0,350000
2384,1490,4,2,2,1966,0,2,0,0,259000
2385,2820,5,3,1,1967,2,2,1,0,599000
2386,1130,4,2,1,1970,0,3,0,0,210000
2387,3200,4,2,2,1948,2,4,1,1,1184000
2388,1510,3,1,2,1909,2,2,0,0,545000
2389,1970,3,2,2,1988,0,2,0,0,299995
2390,1210,3,1,2,1910,2,3,0,0,440000
2391,3280,4,2,2,1996,3,2,0,0,699000
2392,2420,3,2,1,1979,2,4,1,1,795000
2393,2460,5,2,2,1911,2,4,1,0,445000
2394,1180,3,1,1,1948,2,3,0,0,397990
2395,1900,3,3,1,1942,2,4,1,0,706000
2396,1651,3,3,2,2008,2,2,1,0,363000
2397,2130,4,2,2,1972,3,3,0,0,850000
2398,1430,2,1,2,1929,2,2,1,0,620000
2399,5730,4,2,2,1991,3,2,1,4,1228000
2400,1910,4,2,1,1963,1,3,0,0,333000
2401,2110,3,2,1,1961,3,3,0,0,743000
2402,1630,2,2,1,1940,2,3,1,0,448000
2403,2470,4,2,2,1989,0,2,0,0,485000
2404,2640,4,2,1,1986,0,3,0,0,489950
2405,2990,5,3,2,1996,1,2,0,0,498500
2406,2120,3,2,2,1988,2,2,0,0,531000
2407,2050,3,2,1,1956,2,2,1,3,670000
2408,1880,5,3,1,1997,2,2,1,0,310000
2409,2790,3,3,2,1977,0,3,1,4,835000
2410,3000,4,2,2,1937,2,2,0,0,1688000
2411,2140,4,2,2,2003,2,2,0,0,495000
2412,1769,3,2,1,1955,2,3,0,0,495000
2413,1710,3,1,2,1926,2,3,1,0,440000
2414,420,1,1,1,1922,2,2,0,0,280000
2415,3270,4,2,2,1989,3,2,0,0,1070000
2416,2370,4,2,2,2003,3,2,0,0,1034500
2417,1770,4,2,2,2003,1,2,0,0,248000
2418,2210,4,2,1,1990,0,2,1,0,294000
2419,1710,3,2,2,2004,2,2,0,0,561000
2420,2710,4,2,1,1919,2,3,1,0,656500
2421,2340,3,3,2,1925,2,4,1,0,660000
2422,1220,2,1,1,1947,2,3,0,0,370000
2423,1060,3,1,1,1966,3,2,0,0,349950
2424,910,2,1,1,1957,1,2,0,0,223000
2425,1880,4,2,2,1944,2,3,1,0,560000
2426,1870,4,2,2,1937,2,3,1,0,594000
2427,1480,3,2,2,1914,2,3,0,0,600000
2428,1880,3,2,2,1993,0,2,0,0,315000
2429,1890,4,2,1,1947,2,3,1,0,430000
2430,1560,3,3,1,1972,2,4,1,0,440000
2431,1070,2,2,2,1999,2,2,0,0,312500
2432,4410,5,4,2,2006,3,2,0,0,1240000
2433,1470,3,3,2,2008,2,2,1,0,300000
2434,2570,3,2,2,2007,2,2,0,0,680000
2435,1170,2,2,2,2009,2,2,0,0,336750
2436,2320,5,4,2,1926,2,4,1,0,822500
2437,2440,4,3,2,1961,2,4,0,0,589000
2438,4120,4,2,2,1997,3,2,0,0,863000
2439,1440,2,2,1,1978,0,3,0,0,210000
2440,1340,3,1,1,1978,0,3,0,0,206135
2441,3010,6,4,2,2014,2,2,1,0,1125000
2442,1840,3,2,1,1905,2,2,1,0,285000
2443,930,2,1,1,1986,0,2,0,0,230000
2444,4070,4,3,2,2002,1,2,0,0,845000
2445,1820,3,2,1,1976,2,2,1,0,350000
2446,1280,3,1,2,1947,1,3,0,0,304000
2447,900,2,1,1,1951,2,2,0,0,370000
2448,1980,3,2,1,1952,3,3,1,2,810000
2449,2010,4,2,1,1974,2,2,1,0,440000
2450,2750,4,2,2,1905,2,2,1,0,1030000
2451,3140,4,2,1,1939,2,2,1,1,775000
2452,4200,5,2,2,1906,2,3,1,0,1335000
2453,1900,3,2,1,1980,0,2,1,0,235000
2454,1830,3,1,2,1926,2,2,1,0,499950
2455,3320,5,3,2,1975,3,3,1,0,622500
2456,2700,4,2,1,1966,0,3,1,0,300000
2457,1290,3,1,1,1976,0,4,0,0,205000
2458,1500,3,2,1,1997,2,2,0,0,435000
2459,3650,4,3,2,1978,3,3,0,0,697000
2460,1270,3,1,2,1944,2,2,0,0,153000
2461,2630,4,2,2,1979,0,2,0,0,454000
2462,1800,2,2,1,1987,0,4,1,0,345000
2463,1870,3,1,2,1927,2,3,1,0,585000
2464,2540,4,2,2,2000,1,2,1,0,380000
2465,1930,4,2,1,1981,0,2,1,0,250600
2466,2770,4,2,2,1974,3,2,0,0,890000
2467,2220,4,2,2,2001,1,2,0,0,370000
2468,1650,3,2,1,1961,2,3,1,0,369500
2469,3670,4,2,2,1999,3,2,0,0,883000
2470,3770,4,2,2,1989,3,2,0,0,950000
2471,2350,3,2,1,1978,3,3,1,0,615000
2472,1210,3,2,1,1983,2,3,1,0,305000
2473,2010,4,2,2,1989,2,3,0,0,590000
2474,1580,3,2,2,1985,2,2,0,0,485000
2475,710,2,1,1,1943,2,2,0,0,215000
2476,1910,3,2,2,1971,3,2,0,0,430000
2477,1880,4,2,2,2000,1,2,0,0,324900
2478,2280,2,2,2,1990,2,2,0,0,849900
2479,3100,5,3,1,1973,3,3,1,2,975000
2480,2350,5,2,2,1993,2,2,0,0,910000
2481,1850,3,2,1,1919,1,4,1,2,459950
2482,2070,3,2,2,1997,0,2,0,0,325000
2483,2020,4,3,1,1958,2,4,1,0,513000
2484,1580,3,2,1,1981,3,2,1,0,475000
2485,2690,4,2,2,1993,1,2,0,0,419000
2486,2420,4,2,1,1958,1,2,1,4,760000
2487,2540,5,2,2,1954,2,3,1,3,1120000
2488,1150,2,1,1,1950,1,2,0,0,129000
2489,3210,5,2,1,1968,3,3,1,0,725000
2490,2040,3,2,2,1992,3,2,0,0,580000
2491,1920,3,2,1,1921,2,3,1,0,385000
2492,1900,4,2,1,1958,0,4,0,0,265000
2493,4310,3,2,2,1982,1,4,1,4,1735000
2494,1070,3,2,2,2005,2,2,1,0,330000
2495,2790,4,2,2,1989,3,3,0,0,665000
2496,2860,3,2,2,2000,2,2,0,0,799000
2497,2250,3,2,1,1925,2,3,1,0,589000
2498,3170,2,2,2,1900,2,4,1,2,1695000
2499,1460,3,1,1,1906,2,2,1,0,538000
2500,1540,3,1,2,1926,2,2,1,0,530100
2501,2910,3,2,2,1900,2,3,1,0,718500
2502,1180,3,2,1,1962,1,4,0,0,299000
2503,1640,3,2,1,1948,2,2,1,0,556000
2504,1520,4,2,1,1920,0,2,1,0,171000
2505,3610,5,3,2,2003,1,2,0,0,540000
2506,1400,3,2,2,2012,0,2,0,0,250000
2507,3200,4,4,2,2007,2,2,1,0,795000
2508,1384,3,3,2,2006,2,2,1,0,575000
2509,1410,3,2,2,2005,2,2,1,0,379500
2510,2050,4,2,2,2006,1,2,0,0,385000
2511,1750,4,2,2,2009,1,2,0,0,415500
2512,1510,3,2,1,1972,2,2,1,0,397500
2513,1930,3,2,2,2005,2,2,0,0,530000
2514,2960,4,2,2,1985,3,2,0,0,883000
2515,2920,5,3,1,1968,2,4,1,0,850000
2516,1980,2,1,1,1923,2,3,1,0,496752
2517,1430,3,2,1,1950,2,2,0,0,330000
2518,2450,4,3,2,2010,2,2,0,2,735000
2519,2360,4,3,2,2008,1,2,0,0,525000
2520,1890,3,2,2,2002,0,2,1,0,269950
2521,2140,3,2,1,1953,3,2,1,0,650000
2522,1900,3,2,1,1940,2,3,1,0,520500
2523,2700,4,2,2,1990,2,2,0,0,652500
2524,2430,5,3,1,1957,3,3,1,0,506000
2525,1110,3,1,1,1957,3,3,0,0,416000
2526,2280,4,3,1,1960,3,4,0,0,500000
2527,1550,3,2,1,1949,2,3,1,0,460000
2528,1530,3,2,1,1977,2,2,0,0,371025
2529,2440,4,2,2,2002,1,2,0,0,576000
2530,1760,4,2,2,1987,1,2,0,0,353500
2531,3040,4,2,2,1926,2,3,1,3,1735000
2532,1070,3,2,1,1957,0,3,0,0,183000
2533,1990,3,2,1,1939,2,3,1,0,763101
2534,1090,2,2,1,1951,2,2,1,0,460000
2535,1890,4,2,2,1919,2,2,0,0,825000
2536,1000,3,1,1,1969,1,2,0,0,265000
2537,1770,3,2,1,1960,1,2,1,0,295000
2538,2360,4,3,1,1960,2,2,1,2,418000
2539,3380,3,4,2,1999,1,2,1,0,554000
2540,1700,3,2,2,2005,2,2,0,0,534500
2541,1600,2,2,1,1918,2,4,1,0,690000
2542,2050,4,2,2,1988,2,2,0,0,530000
2543,1210,2,2,2,2014,2,2,0,0,357186
2544,1940,5,3,1,2007,2,2,1,0,300000
2545,1810,4,2,1,1967,1,1,1,0,304000
2546,1690,4,2,1,1984,2,3,1,0,385000
2547,1800,4,2,1,1923,2,3,1,0,415000
2548,3280,4,4,2,2007,3,2,0,0,963000
2549,4290,4,2,2,2004,2,2,0,0,792500
2550,1150,3,2,1,1979,1,2,0,0,309212
2551,880,2,2,2,1999,2,2,0,0,235000
2552,1720,3,2,2,1907,2,2,0,0,667000
2553,1510,3,2,1,1956,3,3,0,0,470000
2554,1240,4,2,1,1908,2,2,1,0,375000
2555,1580,4,2,1,1953,2,2,0,0,410000
2556,2170,4,2,2,1987,3,2,0,0,566000
2557,2500,4,3,2,2010,3,2,0,0,680000
2558,960,1,1,1,1908,2,2,1,0,332000
2559,3030,4,2,2,2003,2,2,0,0,902000
2560,1540,3,2,1,1947,3,4,1,0,500000
2561,1890,3,2,2,1976,2,2,0,3,445000
2562,2810,4,2,1,1973,3,3,1,0,825000
2563,3530,4,4,2,1958,2,4,1,0,1095000
2564,1100,3,1,1,1957,2,3,0,0,277000
2565,1940,3,2,1,1975,2,2,1,2,545000
2566,2300,3,2,2,2003,1,2,0,0,435000
2567,2110,3,2,2,2005,3,2,0,0,638000
2568,1220,4,2,1,1965,3,2,0,0,418000
2569,1750,3,2,1,1968,3,3,1,0,499000
2570,1230,3,2,1,1949,1,3,0,0,150000
2571,3100,3,2,2,2002,3,2,0,0,759950
2572,1830,3,2,1,1991,1,2,1,0,427000
2573,2640,5,2,2,2003,3,2,0,0,632500
2574,1840,6,2,1,1900,2,2,1,0,660000
2575,3190,4,2,2,1990,3,2,0,0,862000
2576,1120,2,1,2,1910,2,2,0,0,524000
2577,1760,3,2,1,1958,2,2,1,0,470000
2578,1590,3,2,2,2000,2,2,0,0,385000
2579,2120,4,2,2,1985,2,2,0,0,575000
2580,2240,4,2,1,1988,0,3,1,0,220000
2581,890,2,1,1,1919,2,3,1,0,460000
2582,2940,3,3,3,1978,2,3,1,3,1712500
2583,1220,3,2,1,1973,0,2,0,0,175000
2584,2670,3,2,1,1966,1,3,1,0,465000
2585,1120,3,1,1,1912,2,3,1,0,552000
2586,3130,4,3,2,1981,0,3,0,0,565000
2587,1740,4,2,1,1976,3,3,1,0,518000
2588,3290,4,4,2,2006,2,2,1,1,899950
2589,1770,3,1,2,1926,2,3,1,0,373000
2590,2960,4,2,2,2006,1,2,0,0,385000
2591,1200,2,1,1,1943,2,2,1,0,245000
2592,2400,4,2,2,1913,2,2,0,0,375000
2593,2690,4,4,2,2002,3,2,0,0,699850
2594,3550,6,2,1,1948,2,3,1,0,450000
2595,1310,2,2,2,1970,3,2,0,0,455000
2596,2610,4,3,3,1910,2,4,1,0,650000
2597,2760,5,2,1,1960,2,3,1,0,378000
2598,1410,3,2,1,1940,0,3,0,0,220000
2599,1960,4,2,1,1967,0,3,0,0,285500
2600,1212,3,2,3,2004,2,2,0,0,340000
2601,2220,4,2,1,1954,3,3,1,0,921000
2602,2040,4,2,2,1973,1,3,0,0,375000
2603,2800,4,3,2,1992,3,2,0,0,999000
2604,2040,3,2,1,1957,2,2,1,0,335000
2605,3070,4,2,1,1950,3,3,1,3,1920000
2606,830,2,1,1,1928,2,3,0,3,385000
2607,4140,4,4,2,2003,2,2,1,0,850000
2608,2340,5,2,2,2009,1,2,0,0,429000
2609,1420,3,2,3,2006,2,2,0,0,523950
2610,2670,3,3,1,2013,1,2,1,0,798800
2611,1880,3,2,2,2009,0,2,0,0,284000
2612,3450,4,3,2,2014,3,2,0,0,852880
2613,1200,3,2,3,2005,2,2,0,0,320000
2614,3430,4,3,2,2014,2,2,0,0,749995
2615,1350,3,2,2,2007,2,2,1,0,468500
2616,2570,5,2,2,2006,1,2,0,0,492500
2617,2840,4,4,3,2008,2,2,0,0,685000
2618,2650,4,2,2,2014,1,2,0,0,542525
2619,1980,3,2,3,2007,2,2,0,0,435000
2620,1280,3,2,2,1988,0,3,0,0,242000
2621,2610,4,2,2,1987,0,2,0,0,325000
2622,3010,5,3,2,1994,3,2,0,0,837700
2623,930,1,1,1,1948,2,2,0,0,210000
2624,1180,3,2,1,1977,0,3,0,0,187500
2625,1710,5,1,2,1926,2,3,1,0,560000
2626,1380,3,2,1,1989,0,2,0,0,272000
2627,1190,3,2,1,1968,0,3,0,0,235000
2628,1870,3,2,1,1986,0,2,1,0,259000
2629,3130,5,4,2,2014,3,2,1,0,866059
2630,900,2,1,1,1909,2,3,0,0,473000
2631,1880,3,2,1,1968,2,2,1,0,405000
2632,3010,4,4,2,1951,2,3,1,3,870000
2633,2280,3,2,1,1985,2,3,1,1,475000
2634,2970,3,2,2,1998,1,2,0,0,499500
2635,1620,2,2,2,2008,2,2,0,0,386000
2636,1550,4,2,2,1918,2,2,1,0,458000
2637,2240,3,2,2,1976,2,4,0,0,550000
2638,2830,3,2,2,1989,3,2,0,0,605500
2639,2890,3,2,2,2000,0,2,0,0,421000
2640,1990,4,2,2,1991,2,2,0,0,536000
2641,1370,3,2,1,1982,0,2,0,0,247200
2642,1088,2,2,2,1983,2,2,0,0,250000
2643,1740,4,2,1,1978,0,2,1,0,204950
2644,1730,3,2,1,1978,2,2,1,0,430000
2645,1800,4,2,2,1998,1,2,0,0,250000
2646,1440,3,2,1,1958,0,2,1,2,260000
2647,1720,4,1,2,1926,2,3,1,0,547000
2648,2800,5,4,2,1995,2,2,0,0,379900
2649,2300,3,2,1,2005,3,2,0,0,738500
2650,2030,4,2,1,1967,3,3,1,0,545000
2651,740,2,1,1,1948,2,2,0,0,342000
2652,9640,5,7,1,1983,3,2,1,4,4668000
2653,1920,4,1,1,1966,0,3,1,0,170000
2654,2490,4,2,2,1983,3,2,0,0,616000
2655,1380,3,2,1,1948,2,2,0,0,640000
2656,1530,3,2,1,1993,1,2,1,0,332000
2657,2420,3,3,2,2006,2,2,1,2,1010000
2658,2150,4,2,2,1991,0,2,0,0,380000
2659,1610,4,2,1,1967,3,4,0,0,415000
2660,2650,4,4,2,2001,2,2,1,0,1008000
2661,2700,4,3,2,1976,3,4,0,0,669000
2662,1270,3,2,1,1948,2,1,1,0,260000
2663,3150,4,3,1,1986,3,2,1,0,854000
2664,2010,3,2,2,1985,3,2,0,0,605000
2665,860,3,1,2,1927,2,2,0,0,320000
2666,1410,3,2,1,1983,1,2,0,0,229950
2667,1700,3,2,1,1987,0,2,0,0,255000
2668,2570,4,2,2,2000,3,2,0,0,1170000
2669,1230,2,2,2,2004,2,2,1,0,479000
2670,4170,4,4,2,2004,3,2,0,0,1200000
2671,1180,3,2,3,2010,2,2,0,0,472000
2672,1430,3,2,1,1980,0,2,1,0,198000
2673,1450,4,2,2,1962,2,3,0,0,440000
2674,2180,3,2,1,1961,1,2,1,0,506000
2675,2210,4,2,2,1993,0,2,0,0,382500
2676,1480,2,2,1,1978,1,3,1,0,269500
2677,2340,3,2,1,1971,2,4,1,1,560000
2678,3860,4,4,2,1996,3,2,1,0,840000
2679,2300,3,3,2,2008,2,2,0,0,479500
2680,1450,3,2,1,1968,2,2,1,0,402000
2681,1380,2,2,3,2006,2,2,0,0,549000
2682,2470,4,2,2,1999,2,2,0,0,449950
2683,2030,4,2,2,1975,2,3,0,0,493000
2684,1440,4,1,1,1948,1,2,0,0,142500
2685,1160,3,2,1,1998,0,2,0,0,250000
2686,1580,3,1,2,1908,2,2,0,0,729000
2687,1430,2,3,2,2006,2,2,1,0,465000
2688,1494,2,2,2,1943,2,2,0,4,465000
2689,1930,4,2,1,1988,0,3,1,0,280000
2690,2740,6,2,1,1953,2,2,1,3,675000
2691,1880,3,2,1,1927,2,4,1,0,667500
2692,2590,3,2,2,1988,3,2,0,0,809000
2693,2140,3,2,2,1986,1,2,0,0,400000
2694,1870,4,2,2,1956,2,2,0,0,310000
2695,1230,2,1,1,1928,2,2,0,0,435000
2696,2340,4,2,2,2001,1,2,0,0,465950
2697,2880,3,2,1,1958,2,2,1,2,1538000
2698,880,3,2,1,1945,2,4,0,0,253000
2699,3040,3,2,2,2003,0,2,0,0,330000
2700,1120,4,1,2,1946,2,2,0,0,554000
2701,1380,3,2,3,2013,2,2,0,0,350000
2702,1660,4,2,2,1994,0,2,0,0,294999
2703,2500,3,3,2,1905,2,4,0,0,1185001
2704,2940,4,2,2,1991,3,3,0,0,752000
2705,1670,4,2,2,2005,2,2,0,0,451000
2706,2630,4,3,2,1994,3,2,0,0,725000
2707,2250,4,3,1,1975,1,3,1,0,345000
2708,1320,3,1,1,1967,0,3,0,0,206000
2709,4100,4,4,2,1934,3,4,1,3,2027000
2710,4340,3,3,2,1993,2,2,1,3,2475000
2711,3700,4,3,1,1976,3,3,1,0,1728000
2712,2700,5,2,1,1962,3,3,1,0,580000
2713,980,3,1,1,1950,2,3,0,0,430000
2714,2650,4,2,2,1988,2,2,1,0,720000
2715,3670,7,4,2,1964,2,2,1,1,824000
2716,2960,3,2,1,1952,2,3,1,2,936000
